soundname, nsyll, npause, dur (s), phonationtime (s), speechrate (nsyll/dur), articulation rate (nsyll / phonationtime), ASD (speakingtime/nsyll)
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456_sad_xar_1
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456_sad_xar_2
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456_sad_xar_3
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456_sad_xar_4
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456_sad_xar_5
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456, 8, 4, 10.70, 2.23, 0.75, 3.59, 0.279
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456_sad_xar_1
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456_sad_xar_2
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456_sad_xar_3
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456_sad_xar_4
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456_sad_xar_5
anonymouskartulispeechrecognition1359848564644-kartuli_sad_xar___2013-02-03_03_43_1359848590456_sad_xar___2013-02-03_03_43_1359848590456, 8, 4, 10.76, 2.21, 0.74, 3.61, 0.277
